gender,char,position,pinyin,pinyin_tone,pinyin_tone_number
m,参,2,can,cān,can1
m,弼,2,bi,bì,bi4
m,略,2,lve,lüè,lve4
m,靖,2,jing,jìng,jing4
m,童,2,tong,tóng,tong2
m,仔,2,zai,zǎi,zai3
m,敦,2,dun,dūn,dun1
m,象,2,xiang,xiàng,xiang4
m,霄,2,xiao,xiāo,xiao1
m,汝,2,ru,rǔ,ru3
m,墩,2,dun,dūn,dun1
m,班,2,ban,bān,ban1
m,封,2,feng,fēng,feng1
m,防,2,fang,fáng,fang2
m,瑜,2,yu,yú,yu2
m,房,2,fang,fáng,fang2
m,以,2,yi,yǐ,yi3
m,环,2,huan,huán,huan2
m,集,2,ji,jí,ji2
m,顶,2,ding,dǐng,ding3
m,适,2,shi,shì,shi4
m,想,2,xiang,xiǎng,xiang3
m,求,2,qiu,qiú,qiu2
m,棚,2,peng,péng,peng2
m,尘,2,chen,chén,chen2
m,垣,2,yuan,yuán,yuan2
m,醒,2,xing,xǐng,xing3
m,歧,2,qi,qí,qi2
m,表,2,biao,biǎo,biao3
m,泳,2,yong,yǒng,yong3
m,位,2,wei,wèi,wei4
m,疆,2,jiang,jiāng,jiang1
m,燮,2,xie,xiè,xie4
m,专,2,zhuan,zhuān,zhuan1
m,固,2,gu,gù,gu4
m,津,2,jin,jīn,jin1
m,洛,2,luo,luò,luo4
m,台,2,tai,tái,tai2
m,第,2,di,dì,di4
m,祚,2,zuo,zuò,zuo4
m,棣,2,di,dì,di4
m,骄,2,jiao,jiāo,jiao1
m,序,2,xu,xù,xu4
m,渡,2,du,dù,du4
m,商,2,shang,shāng,shang1
m,渭,2,wei,wèi,wei4
m,操,2,cao,cāo,cao1
m,因,2,yin,yīn,yin1
m,祝,2,zhu,zhù,zhu4
m,曦,2,xi,xī,xi1
m,关,2,guan,guān,guan1
m,洙,2,zhu,zhū,zhu1
m,游,2,you,yóu,you2
m,续,2,xu,xù,xu4
m,羽,2,yu,yǔ,yu3
m,渝,2,yu,yú,yu2
m,充,2,chong,chōng,chong1
m,爵,2,jue,jué,jue2
m,冶,2,ye,yě,ye3
m,孚,2,fu,fú,fu2
m,许,2,xu,xǔ,xu3
m,畅,2,chang,chàng,chang4
m,四,2,si,sì,si4
m,铿,2,keng,kēng,keng1
m,溥,2,pu,pǔ,pu3
m,党,2,dang,dǎng,dang3
m,岷,2,min,mín,min2
m,遂,2,sui,suì,sui4
m,坊,2,fang,fāng,fang1
m,镛,2,yong,yōng,yong1
m,璞,2,pu,pú,pu2
m,蔚,2,wei,wèi,wei4
m,纶,2,lun,lún,lun2
m,五,2,wu,wǔ,wu3
m,柯,2,ke,kē,ke1
m,王,2,wang,wáng,wang2
m,边,2,bian,biān,bian1
m,佶,2,ji,jí,ji2
m,舸,2,ge,gě,ge3
m,作,2,zuo,zuò,zuo4
m,夏,2,xia,xià,xia4
m,镭,2,lei,léi,lei2
m,淞,2,song,sōng,song1
m,罗,2,luo,luó,luo2
m,绩,2,ji,jì,ji4
m,铉,2,xuan,xuàn,xuan4
m,猷,2,you,yóu,you2
m,布,2,bu,bù,bu4
m,巨,2,ju,jù,ju4
m,羊,2,yang,yáng,yang2
m,备,2,bei,bèi,bei4
m,桦,2,hua,huà,hua4
m,由,2,you,yóu,you2
m,孔,2,kong,kǒng,kong3
m,铜,2,tong,tóng,tong2
m,羲,2,xi,xī,xi1
m,羿,2,yi,yì,yi4
m,墨,2,mo,mò,mo4
m,笠,2,li,lì,li4
m,苍,2,cang,cāng,cang1
m,榕,2,rong,róng,rong2
m,幸,2,xing,xìng,xing4
m,烨,2,ye,yè,ye4
m,钱,2,qian,qián,qian2
m,赵,2,zhao,zhào,zhao4
m,机,2,ji,jī,ji1
m,儿,2,er,ér,er2
m,协,2,xie,xié,xie2
m,寒,2,han,hán,han2
m,真,2,zhen,zhēn,zhen1
m,派,2,pai,pài,pai4
m,箭,2,jian,jiàn,jian4
m,泊,2,po,pō,po1
m,在,2,zai,zài,zai4
m,琅,2,lang,láng,lang2
m,忱,2,chen,chén,chen2
m,赋,2,fu,fù,fu4
m,皋,2,gao,gāo,gao1
m,辅,2,fu,fǔ,fu3
m,奉,2,feng,fèng,feng4
m,阶,2,jie,jiē,jie1
m,苏,2,su,sū,su1
m,瞻,2,zhan,zhān,zhan1
m,殿,2,dian,diàn,dian4
m,效,2,xiao,xiào,xiao4
m,教,2,jiao,jiào,jiao4
m,陶,2,tao,táo,tao2
m,演,2,yan,yǎn,yan3
m,秉,2,bing,bǐng,bing3
m,藻,2,zao,zǎo,zao3
m,空,2,kong,kōng,kong1
m,留,2,liu,liú,liu2
m,炉,2,lu,lú,lu2
m,帝,2,di,dì,di4
m,旦,2,dan,dàn,dan4
m,咸,2,xian,xián,xian2
m,栓,2,shuan,shuān,shuan1
m,擎,2,qing,qíng,qing2
m,惟,2,wei,wéi,wei2
m,质,2,zhi,zhì,zhi4
m,瀛,2,ying,yíng,ying2
m,贻,2,yi,yí,yi2
m,汪,2,wang,wāng,wang1
m,愈,2,yu,yù,yu4
m,临,2,lin,lín,lin2
m,骞,2,qian,qiān,qian1
m,逢,2,feng,féng,feng2
m,晃,2,huang,huǎng,huang3
m,谟,2,mo,mó,mo2
m,滋,2,zi,zī,zi1
m,祁,2,qi,qí,qi2
m,斋,2,zhai,zhāi,zhai1
m,援,2,yuan,yuán,yuan2
m,丙,2,bing,bǐng,bing3
m,垄,2,long,lǒng,long3
m,式,2,shi,shì,shi4
m,后,2,hou,hòu,hou4
m,休,2,xiu,xiū,xiu1
m,著,2,zhu,zhù,zhu4
m,收,2,shou,shōu,shou1
m,期,2,qi,qī,qi1
m,邵,2,shao,shào,shao4
m,守,2,shou,shǒu,shou3
m,体,2,ti,tǐ,ti3
m,峪,2,yu,yù,yu4
m,域,2,yu,yù,yu4
m,无,2,wu,wú,wu2
m,朱,2,zhu,zhū,zhu1
m,玖,2,jiu,jiǔ,jiu3
m,更,2,geng,gèng,geng4
m,境,2,jing,jìng,jing4
m,委,2,wei,wěi,wei3
m,豫,2,yu,yù,yu4
m,枭,2,xiao,xiāo,xiao1
m,敖,2,ao,áo,ao2
m,渤,2,bo,bó,bo2
m,鹄,2,gu,gǔ,gu3
m,极,2,ji,jí,ji2
m,熹,2,xi,xī,xi1
m,详,2,xiang,xiáng,xiang2
m,界,2,jie,jiè,jie4
m,讯,2,xun,xùn,xun4
m,濂,2,lian,lián,lian2
m,乔,2,qiao,qiáo,qiao2
m,宫,2,gong,gōng,gong1
m,彩,2,cai,cǎi,cai3
m,精,2,jing,jīng,jing1
m,乃,2,nai,nǎi,nai3
m,嗣,2,si,sì,si4
m,严,2,yan,yán,yan2
m,载,2,zai,zài,zai4
m,古,2,gu,gǔ,gu3
m,居,2,ju,jū,ju1
m,翱,2,ao,áo,ao2
m,涯,2,ya,yá,ya2
m,六,2,liu,liù,liu4
m,冈,2,gang,gāng,gang1
m,葆,2,bao,bǎo,bao3
m,现,2,xian,xiàn,xian4
m,步,2,bu,bù,bu4
m,陈,2,chen,chén,chen2
m,赤,2,chi,chì,chi4
m,阅,2,yue,yuè,yue4
m,樟,2,zhang,zhāng,zhang1
m,伸,2,shen,shēn,shen1
m,骋,2,cheng,chěng,cheng3
m,际,2,ji,jì,ji4
m,恪,2,ke,kè,ke4
m,迎,2,ying,yíng,ying2
m,灼,2,zhuo,zhuó,zhuo2
m,晔,2,ye,yè,ye4
m,笙,2,sheng,shēng,sheng1
m,仿,2,fang,fǎng,fang3
m,横,2,heng,héng,heng2
m,闽,2,min,mǐn,min3
m,烜,2,xuan,xuǎn,xuan3
m,状,2,zhuang,zhuàng,zhuang4
m,亲,2,qin,qīn,qin1
m,拯,2,zheng,zhěng,zheng3
m,谱,2,pu,pǔ,pu3
m,遵,2,zun,zūn,zun1
m,致,2,zhi,zhì,zhi4
m,速,2,su,sù,su4
m,潭,2,tan,tán,tan2
m,积,2,ji,jī,ji1
m,宠,2,chong,chǒng,chong3
m,柳,2,liu,liǔ,liu3
m,身,2,shen,shēn,shen1
m,葵,2,kui,kuí,kui2
m,叙,2,xu,xù,xu4
m,左,2,zuo,zuǒ,zuo3
m,分,2,fen,fēn,fen1
m,符,2,fu,fú,fu2
m,葛,2,ge,gé,ge2
m,涧,2,jian,jiàn,jian4
m,楚,2,chu,chǔ,chu3
m,誉,2,yu,yù,yu4
m,至,2,zhi,zhì,zhi4
m,盘,2,pan,pán,pan2
m,循,2,xun,xún,xun2
m,炽,2,chi,chì,chi4
m,郭,2,guo,guō,guo1
m,竣,2,jun,jùn,jun4
m,落,2,luo,luò,luo4
m,养,2,yang,yǎng,yang3
m,坝,2,ba,bà,ba4
m,搏,2,bo,bó,bo2
m,圳,2,zhen,zhèn,zhen4
m,虞,2,yu,yú,yu2
m,珩,2,hang,háng,hang2
m,提,2,ti,tí,ti2
m,乙,2,yi,yǐ,yi3
m,遇,2,yu,yù,yu4
m,辽,2,liao,liáo,liao2
m,焯,2,chao,chāo,chao1
m,乘,2,cheng,chéng,cheng2
m,曹,2,cao,cáo,cao2
m,过,2,guo,guò,guo4
m,匡,2,kuang,kuāng,kuang1
m,绵,2,mian,mián,mian2
m,鳌,2,ao,áo,ao2
m,解,2,jie,jiě,jie3
m,府,2,fu,fǔ,fu3
m,电,2,dian,diàn,dian4
m,镐,2,gao,gǎo,gao3
m,户,2,hu,hù,hu4
m,弥,2,mi,mí,mi2
m,崖,2,ya,yá,ya2
m,辛,2,xin,xīn,xin1
m,旋,2,xuan,xuán,xuan2
m,易,2,yi,yì,yi4
m,尤,2,you,yóu,you2
m,持,2,chi,chí,chi2
m,狮,2,shi,shī,shi1
m,汗,2,han,hàn,han4
m,祜,2,hu,hù,hu4
m,荪,2,sun,sūn,sun1
m,轶,2,yi,yì,yi4
m,从,2,cong,cóng,cong2
m,衣,2,yi,yī,yi1
m,巩,2,gong,gǒng,gong3
m,动,2,dong,dòng,dong4
m,肇,2,zhao,zhào,zhao4
m,融,2,rong,róng,rong2
m,泾,2,jing,jīng,jing1
m,丕,2,pi,pī,pi1
m,荐,2,jian,jiàn,jian4
m,梓,2,zi,zǐ,zi3
m,焘,2,dao,dào,dao4
m,沂,2,yi,yí,yi2
m,懿,2,yi,yì,yi4
m,洞,2,dong,dòng,dong4
m,傅,2,fu,fù,fu4
m,慰,2,wei,wèi,wei4
m,铠,2,kai,kǎi,kai3
m,论,2,lun,lùn,lun4
m,洽,2,qia,qià,qia4
m,悌,2,ti,tì,ti4
m,造,2,zao,zào,zao4
m,计,2,ji,jì,ji4
m,喆,2,zhe,zhé,zhe2
m,娃,2,wa,wá,wa2
m,荆,2,jing,jīng,jing1
m,敢,2,gan,gǎn,gan3
m,鄂,2,e,è,e4
m,轮,2,lun,lún,lun2
m,盖,2,gai,gài,gai4
m,激,2,ji,jī,ji1
m,骧,2,xiang,xiāng,xiang1
m,必,2,bi,bì,bi4
m,畴,2,chou,chóu,chou2
m,牧,2,mu,mù,mu4
m,浙,2,zhe,zhè,zhe4
m,百,2,bai,bǎi,bai3
m,温,2,wen,wēn,wen1
m,溯,2,su,sù,su4
m,锵,2,qiang,qiāng,qiang1
m,巴,2,ba,bā,ba1
m,滕,2,teng,téng,teng2
m,交,2,jiao,jiāo,jiao1
m,角,2,jiao,jiǎo,jiao3
m,笃,2,du,dǔ,du3
m,忌,2,ji,jì,ji4
m,茁,2,zhuo,zhuó,zhuo2
m,銮,2,luan,luán,luan2
m,贯,2,guan,guàn,guan4
m,肯,2,ken,kěn,ken3
m,粮,2,liang,liáng,liang2
m,门,2,men,mén,men2
m,器,2,qi,qì,qi4
m,站,2,zhan,zhàn,zhan4
m,蒙,2,meng,méng,meng2
m,秦,2,qin,qín,qin2
m,工,2,gong,gōng,gong1
m,峙,2,zhi,zhì,zhi4
m,恢,2,hui,huī,hui1
m,峥,2,zheng,zhēng,zheng1
m,寨,2,zhai,zhài,zhai4
m,涵,2,han,hán,han2
m,邻,2,lin,lín,lin2
m,渔,2,yu,yú,yu2
m,贡,2,gong,gòng,gong4
m,随,2,sui,suí,sui2
m,旌,2,jing,jīng,jing1
m,璜,2,huang,huáng,huang2
m,泗,2,si,sì,si4
m,席,2,xi,xí,xi2
m,灯,2,deng,dēng,deng1
m,冉,2,ran,rǎn,ran3
m,率,2,lv,lǜ,lv4
m,睦,2,mu,mù,mu4
m,虔,2,qian,qián,qian2
m,庶,2,shu,shù,shu4
m,旻,2,min,mín,min2
m,坪,2,ping,píng,ping2
m,悟,2,wu,wù,wu4
m,己,2,ji,jǐ,ji3
m,珉,2,min,mín,min2
m,草,2,cao,cǎo,cao3
m,弓,2,gong,gōng,gong1
m,代,2,dai,dài,dai4
m,季,2,ji,jì,ji4
m,圻,2,qi,qí,qi2
m,劭,2,shao,shào,shao4
m,晏,2,yan,yàn,yan4
m,助,2,zhu,zhù,zhu4
m,注,2,zhu,zhù,zhu4
m,樵,2,qiao,qiáo,qiao2
m,芽,2,ya,yá,ya2
m,仰,2,yang,yǎng,yang3
m,溢,2,yi,yì,yi4
m,卯,2,mao,mǎo,mao3
m,麻,2,ma,má,ma2
m,史,2,shi,shǐ,shi3
m,镒,2,yi,yì,yi4
m,朕,2,zhen,zhèn,zhen4
m,绥,2,sui,suí,sui2
m,畏,2,wei,wèi,wei4
m,磐,2,pan,pán,pan2
m,寺,2,si,sì,si4
m,栎,2,li,lì,li4
m,迁,2,qian,qiān,qian1
m,甸,2,dian,diān,dian1
m,侨,2,qiao,qiáo,qiao2
m,沣,2,feng,fēng,feng1
m,顾,2,gu,gù,gu4
m,毫,2,hao,háo,hao2
m,考,2,kao,kǎo,kao3
m,就,2,jiu,jiù,jiu4
m,汐,2,xi,xī,xi1
m,翊,2,yi,yì,yi4
m,煦,2,xu,xù,xu4
m,资,2,zi,zī,zi1
m,裔,2,yi,yì,yi4
m,沪,2,hu,hù,hu4
m,绅,2,shen,shēn,shen1
m,径,2,jing,jìng,jing4
m,宰,2,zai,zǎi,zai3
m,珂,2,ke,kē,ke1
m,壹,2,yi,yī,yi1
m,渐,2,jian,jiàn,jian4
m,耐,2,nai,nài,nai4
m,宴,2,yan,yàn,yan4
m,难,2,nan,nán,nan2
m,荃,2,quan,quán,quan2
m,几,2,ji,jǐ,ji3
m,阜,2,fu,fù,fu4
m,近,2,jin,jìn,jin4
m,链,2,lian,liàn,lian4
m,异,2,yi,yì,yi4
m,纵,2,zong,zòng,zong4
m,遐,2,xia,xiá,xia2
m,禾,2,he,hé,he2
m,目,2,mu,mù,mu4
m,刃,2,ren,rèn,ren4
m,窑,2,yao,yáo,yao2
m,堪,2,kan,kān,kan1
m,马,2,ma,mǎ,ma3
m,熏,2,xun,xūn,xun1
m,荡,2,dang,dàng,dang4
m,梧,2,wu,wú,wu2
m,堡,2,bao,bǎo,bao3
m,励,2,li,lì,li4
m,琮,2,cong,cóng,cong2
m,舫,2,fang,fǎng,fang3
m,赣,2,gan,gàn,gan4
m,告,2,gao,gào,gao4
m,龚,2,gong,gōng,gong1
m,隽,2,juan,juàn,juan4
m,珑,2,long,lóng,long2
m,旅,2,lv,lǚ,lv3
m,杞,2,qi,qǐ,qi3
m,务,2,wu,wù,wu4
m,汤,2,tang,tāng,tang1
m,厅,2,ting,tīng,ting1
m,概,2,gai,gài,gai4
m,壁,2,bi,bì,bi4
m,护,2,hu,hù,hu4
m,岱,2,dai,dài,dai4
m,蒋,2,jiang,jiǎng,jiang3
m,垠,2,yin,yín,yin2
m,若,2,ruo,ruò,ruo4
m,脉,2,mai,mài,mai4
m,整,2,zheng,zhěng,zheng3
m,轲,2,ke,kē,ke1
m,御,2,yu,yù,yu4
m,毓,2,yu,yù,yu4
m,何,2,he,hé,he2
m,简,2,jian,jiǎn,jian3
m,彝,2,yi,yí,yi2
m,上,2,shang,shàng,shang4
m,命,2,ming,mìng,ming4
m,郁,2,yu,yù,yu4
m,格,2,ge,gé,ge2
m,堤,2,di,dī,di1
m,珲,2,hui,huī,hui1
m,燎,2,liao,liáo,liao2
m,潘,2,pan,pān,pan1
m,祈,2,qi,qí,qi2
m,巡,2,xun,xún,xun2
m,项,2,xiang,xiàng,xiang4
m,沧,2,cang,cāng,cang1
m,践,2,jian,jiàn,jian4
m,塔,2,ta,tǎ,ta3
m,要,2,yao,yào,yao4
m,再,2,zai,zài,zai4
m,住,2,zhu,zhù,zhu4
m,船,2,chuan,chuán,chuan2
m,辑,2,ji,jí,ji2
m,驷,2,si,sì,si4
m,笔,2,bi,bǐ,bi3
m,铂,2,bo,bó,bo2
m,屯,2,tun,tún,tun2
m,佛,2,fu,fú,fu2
m,奈,2,nai,nài,nai4
m,优,2,you,yōu,you1
m,皇,2,huang,huáng,huang2
m,曰,2,yue,yuē,yue1
m,杉,2,shan,shān,shan1
m,报,2,bao,bào,bao4
m,词,2,ci,cí,ci2
m,夺,2,duo,duó,duo2
m,管,2,guan,guǎn,guan3
m,榆,2,yu,yú,yu2
m,快,2,kuai,kuài,kuai4
m,庞,2,pang,páng,pang2
m,柄,2,bing,bǐng,bing3
m,宋,2,song,sòng,song4
m,多,2,duo,duō,duo1
m,术,2,shu,shù,shu4
m,宿,2,su,sù,su4
m,须,2,xu,xū,xu1
m,拥,2,yong,yōng,yong1
m,燊,2,shen,shēn,shen1
m,红,2,hong,hóng,hong2
m,聿,2,yu,yù,yu4
m,产,2,chan,chǎn,chan3
m,颐,2,yi,yí,yi2
m,琢,2,zuo,zuó,zuo2
m,今,2,jin,jīn,jin1
m,移,2,yi,yí,yi2
m,七,2,qi,qī,qi1
m,技,2,ji,jì,ji4
m,桑,2,sang,sāng,sang1
m,扩,2,kuo,kuò,kuo4
m,粟,2,su,sù,su4
m,汶,2,wen,wèn,wen4
m,挥,2,hui,huī,hui1
m,莘,2,shen,shēn,shen1
m,执,2,zhi,zhí,zhi2
m,研,2,yan,yán,yan2
m,服,2,fu,fú,fu2
m,旬,2,xun,xún,xun2
m,监,2,jian,jiān,jian1
m,欧,2,ou,ōu,ou1
m,忍,2,ren,rěn,ren3
m,二,2,er,èr,er4
m,系,2,xi,xì,xi4
m,攸,2,you,yōu,you1
m,右,2,you,yòu,you4
m,骝,2,liu,liú,liu2
m,淇,2,qi,qí,qi2
m,沃,2,wo,wò,wo4
m,漠,2,mo,mò,mo4
m,朔,2,shuo,shuò,shuo4
m,黄,2,huang,huáng,huang2
m,坛,2,tan,tán,tan2
m,棉,2,mian,mián,mian2
m,钿,2,dian,diàn,dian4
m,奖,2,jiang,jiǎng,jiang3
m,稼,2,jia,jià,jia4
m,赏,2,shang,shǎng,shang3
m,车,2,che,chē,che1
m,穆,2,mu,mù,mu4
m,韦,2,wei,wéi,wei2
m,首,2,shou,shǒu,shou3
m,汀,2,ting,tīng,ting1
m,肃,2,su,sù,su4
m,族,2,zu,zú,zu2
m,及,2,ji,jí,ji2
m,伏,2,fu,fú,fu2
m,接,2,jie,jiē,jie1
m,黔,2,qian,qián,qian2
m,圭,2,gui,guī,gui1
m,综,2,zong,zōng,zong1
m,灶,2,zao,zào,zao4
m,衷,2,zhong,zhōng,zhong1
m,赖,2,lai,lài,lai4
m,老,2,lao,lǎo,lao3
m,拴,2,shuan,shuān,shuan1
m,骑,2,qi,qí,qi2
m,昔,2,xi,xī,xi1
m,矿,2,kuang,kuàng,kuang4
m,问,2,wen,wèn,wen4
m,谨,2,jin,jǐn,jin3
m,称,2,cheng,chēng,cheng1
m,霍,2,huo,huò,huo4
m,闵,2,min,mǐn,min3
m,澜,2,lan,lán,lan2
m,响,2,xiang,xiǎng,xiang3
m,藏,2,cang,cáng,cang2
m,霁,2,ji,jì,ji4
m,规,2,gui,guī,gui1
m,粹,2,cui,cuì,cui4
m,洵,2,xun,xún,xun2
m,谅,2,liang,liàng,liang4
m,戎,2,rong,róng,rong2
m,韩,2,han,hán,han2
m,妙,2,miao,miào,miao4
m,奕,2,yi,yì,yi4
m,翁,2,weng,wēng,weng1
m,诏,2,zhao,zhào,zhao4
m,夷,2,yi,yí,yi2
m,议,2,yi,yì,yi4
m,督,2,du,dū,du1
m,怿,2,yi,yì,yi4
m,诒,2,yi,yí,yi2
m,扶,2,fu,fú,fu2
m,自,2,zi,zì,zi4
m,泮,2,pan,pàn,pan4
m,沿,2,yan,yán,yan2
m,习,2,xi,xí,xi2
m,崴,2,wai,wǎi,wai3
m,杲,2,gao,gǎo,gao3
m,绳,2,sheng,shéng,sheng2
m,映,2,ying,yìng,ying4
m,圃,2,pu,pǔ,pu3
m,楫,2,ji,jí,ji2
m,艇,2,ting,tǐng,ting3
m,郡,2,jun,jùn,jun4
m,骆,2,luo,luò,luo4
m,鹿,2,lu,lù,lu4
m,李,2,li,lǐ,li3
m,祠,2,ci,cí,ci2
m,耘,2,yun,yún,yun2
m,还,2,hai,hái,hai2
m,璧,2,bi,bì,bi4
m,伙,2,huo,huǒ,huo3
m,取,2,qu,qǔ,qu3
m,什,2,shen,shén,shen2
m,是,2,shi,shì,shi4
m,稷,2,ji,jì,ji4
m,屋,2,wu,wū,wu1
m,隐,2,yin,yǐn,yin3
m,识,2,shi,shí,shi2
m,厦,2,sha,shà,sha4
m,钏,2,chuan,chuàn,chuan4
m,濮,2,pu,pú,pu2
m,爽,2,shuang,shuǎng,shuang3
m,译,2,yi,yì,yi4
m,停,2,ting,tíng,ting2
m,证,2,zheng,zhèng,zheng4
m,拔,2,ba,bá,ba2
m,院,2,yuan,yuàn,yuan4
m,支,2,zhi,zhī,zhi1
m,企,2,qi,qǐ,qi3
m,犀,2,xi,xī,xi1
m,菘,2,song,sōng,song1
m,兹,2,zi,zī,zi1
m,宅,2,zhai,zhái,zhai2
m,皆,2,jie,jiē,jie1
m,秩,2,zhi,zhì,zhi4
m,铄,2,shuo,shuò,shuo4
m,职,2,zhi,zhí,zhi2
m,种,2,zhong,zhǒng,zhong3
m,八,2,ba,bā,ba1
m,盟,2,meng,méng,meng2
m,牙,2,ya,yá,ya2
m,魏,2,wei,wèi,wei4
m,去,2,qu,qù,qu4
m,仪,2,yi,yí,yi2
m,锜,2,qi,qí,qi2
m,评,2,ping,píng,ping2
m,佰,2,bai,bǎi,bai3
m,焜,2,kun,kūn,kun1
m,萌,2,meng,méng,meng2
m,共,2,gong,gòng,gong4
m,员,2,yuan,yuán,yuan2
m,咏,2,yong,yǒng,yong3
m,足,2,zu,zú,zu2
m,米,2,mi,mǐ,mi3
m,笋,2,sun,sǔn,sun3
m,默,2,mo,mò,mo4
m,昀,2,yun,yún,yun2
m,愉,2,yu,yú,yu2
m,鼐,2,nai,nài,nai4
m,庵,2,an,ān,an1
m,倬,2,zhuo,zhuō,zhuo1
m,戚,2,qi,qī,qi1
m,镔,2,bin,bīn,bin1
m,墀,2,chi,chí,chi2
m,惊,2,jing,jīng,jing1
m,翥,2,zhu,zhù,zhu4
m,冕,2,mian,miǎn,mian3
m,庐,2,lu,lú,lu2
m,铣,2,xi,xǐ,xi3
m,竞,2,jing,jìng,jing4
m,岛,2,dao,dǎo,dao3
m,区,2,qu,qū,qu1
m,鱼,2,yu,yú,yu2
m,沐,2,mu,mù,mu4
m,瓒,2,zan,zàn,zan4
m,包,2,bao,bāo,bao1
m,谕,2,yu,yù,yu4
m,绰,2,chuo,chuò,chuo4
m,霸,2,ba,bà,ba4
m,迟,2,chi,chí,chi2
m,溟,2,ming,míng,ming2
m,叔,2,shu,shū,shu1
m,彻,2,che,chè,che4
m,未,2,wei,wèi,wei4
m,密,2,mi,mì,mi4
m,俞,2,yu,yú,yu2
m,蜀,2,shu,shǔ,shu3
m,栩,2,xu,xǔ,xu3
m,莱,2,lai,lái,lai2
m,而,2,er,ér,er2
m,仟,2,qian,qiān,qian1
m,遥,2,yao,yáo,yao2
m,铧,2,hua,huá,hua2
m,丘,2,qiu,qiū,qiu1
m,蒲,2,pu,pú,pu2
m,郝,2,hao,hǎo,hao3
m,绶,2,shou,shòu,shou4
m,墉,2,yong,yōng,yong1
m,蕃,2,fan,fān,fan1
m,盾,2,dun,dùn,dun4
m,途,2,tu,tú,tu2
m,归,2,gui,guī,gui1
m,聘,2,pin,pìn,pin4
m,样,2,yang,yàng,yang4
m,事,2,shi,shì,shi4
m,邈,2,miao,miǎo,miao3
m,淘,2,tao,táo,tao2
m,暖,2,nuan,nuǎn,nuan3
m,揆,2,kui,kuí,kui2
m,县,2,xian,xiàn,xian4
m,享,2,xiang,xiǎng,xiang3
m,覃,2,tan,tán,tan2
m,庠,2,xiang,xiáng,xiang2
m,十,2,shi,shí,shi2
m,储,2,chu,chǔ,chu3
m,劳,2,lao,láo,lao2
m,邺,2,ye,yè,ye4
m,兔,2,tu,tù,tu4
m,总,2,zong,zǒng,zong3
m,头,2,tou,tóu,tou2
m,戬,2,jian,jiǎn,jian3
m,佟,2,tong,tóng,tong2
m,镝,2,di,dī,di1
m,胥,2,xu,xū,xu1
m,琰,2,yan,yǎn,yan3
m,峤,2,jiao,jiào,jiao4
m,眼,2,yan,yǎn,yan3
m,贝,2,bei,bèi,bei4
m,膺,2,ying,yīng,ying1
m,霈,2,pei,pèi,pei4
m,所,2,suo,suǒ,suo3
m,浔,2,xun,xún,xun2
m,炀,2,yang,yáng,yang2
m,悦,2,yue,yuè,yue4
m,襄,2,xiang,xiāng,xiang1
m,旸,2,yang,yáng,yang2
m,诗,2,shi,shī,shi1
m,耳,2,er,ěr,er3
m,询,2,xun,xún,xun2
m,饶,2,rao,ráo,rao2
m,卜,2,bo,bo,bo
m,岑,2,cen,cén,cen2
m,捍,2,han,hàn,han4
m,歌,2,ge,gē,ge1
m,围,2,wei,wéi,wei2
m,采,2,cai,cǎi,cai3
m,虚,2,xu,xū,xu1
m,赢,2,ying,yíng,ying2
m,桃,2,tao,táo,tao2
m,构,2,gou,gòu,gou4
m,客,2,ke,kè,ke4
m,顿,2,dun,dùn,dun4
m,奥,2,ao,ào,ao4
m,骢,2,cong,cōng,cong1
m,董,2,dong,dǒng,dong3
m,钺,2,yue,yuè,yue4
m,慕,2,mu,mù,mu4
m,庙,2,miao,miào,miao4
m,锷,2,e,è,e4
m,弛,2,chi,chí,chi2
m,撒,2,sa,sā,sa1
m,示,2,shi,shì,shi4
m,舒,2,shu,shū,shu1
m,苇,2,wei,wěi,wei3
m,拉,2,la,lā,la1
m,掌,2,zhang,zhǎng,zhang3
m,赟,2,yun,yūn,yun1
m,筑,2,zhu,zhù,zhu4
m,套,2,tao,tào,tao4
m,倪,2,ni,ní,ni2
m,听,2,ting,tīng,ting1
m,弋,2,yi,yì,yi4
m,岁,2,sui,suì,sui4
m,兢,2,jing,jīng,jing1
m,尼,2,ni,ní,ni2
m,榛,2,zhen,zhēn,zhen1
m,邱,2,qiu,qiū,qiu1
m,斐,2,fei,fěi,fei3
m,鳞,2,lin,lín,lin2
m,勖,2,xu,xù,xu4
m,离,2,li,lí,li2
m,砺,2,li,lì,li4
m,衔,2,xian,xián,xian2
m,箫,2,xiao,xiāo,xiao1
m,场,2,chang,chǎng,chang3
m,履,2,lv,lǚ,lv3
m,腊,2,la,là,la4
m,束,2,shu,shù,shu4
m,汾,2,fen,fén,fen2
m,凉,2,liang,liáng,liang2
m,呼,2,hu,hū,hu1
m,粱,2,liang,liáng,liang2
m,钻,2,zuan,zuān,zuan1
m,烁,2,shuo,shuò,shuo4
m,择,2,ze,zé,ze2
m,察,2,cha,chá,cha2
m,峦,2,luan,luán,luan2
m,浴,2,yu,yù,yu4
m,忻,2,xin,xīn,xin1
m,沫,2,mo,mò,mo4
m,甬,2,yong,yǒng,yong3
m,赛,2,sai,sài,sai4
m,垂,2,chui,chuí,chui2
m,活,2,huo,huó,huo2
m,侗,2,dong,dòng,dong4
m,塬,2,yuan,yuán,yuan2
m,检,2,jian,jiǎn,jian3
m,扣,2,kou,kòu,kou4
